"ZIPCODE","Date","ZORI","State","City","date","silver"
20001,"2023.05.31",2621.4374921207,"DC","Washington",2023-05-31,0
20001,"2023.06.30",2633.2690292674,"DC","Washington",2023-06-30,0
20001,"2023.07.31",2651.12465487547,"DC","Washington",2023-07-31,0
20001,"2023.08.31",2659.94727296611,"DC","Washington",2023-08-31,0
20001,"2023.09.30",2686.39700296693,"DC","Washington",2023-09-30,0
20001,"2023.10.31",2676.10750791371,"DC","Washington",2023-10-31,0
20001,"2023.11.30",2643.18089502631,"DC","Washington",2023-11-30,0
20001,"2023.12.31",2601.73894580596,"DC","Washington",2023-12-31,0
20001,"2024.01.31",2594.56515683224,"DC","Washington",2024-01-31,0
20001,"2024.02.29",2625.54284315104,"DC","Washington",2024-02-29,0
20001,"2024.03.31",2648.17615406105,"DC","Washington",2024-03-31,0
20001,"2024.04.30",2663.76308943549,"DC","Washington",2024-04-30,0
20001,"2024.05.31",2665.15795156553,"DC","Washington",2024-05-31,0
20001,"2024.06.30",2694.48197724977,"DC","Washington",2024-06-30,0
20001,"2024.07.31",2733.69258662517,"DC","Washington",2024-07-31,0
20001,"2024.08.31",2759.07353988604,"DC","Washington",2024-08-31,0
20001,"2015.02.28",2059.50476076201,"DC","Washington",2015-02-28,0
20001,"2015.03.31",2115.48151204684,"DC","Washington",2015-03-31,0
20001,"2015.04.30",2054.26030318423,"DC","Washington",2015-04-30,0
20001,"2015.05.31",2085.78819976462,"DC","Washington",2015-05-31,0
20001,"2015.06.30",2087.1374617768,"DC","Washington",2015-06-30,0
20001,"2015.07.31",2117.97605491885,"DC","Washington",2015-07-31,0
20001,"2015.08.31",2092.3171026197,"DC","Washington",2015-08-31,0
20001,"2015.09.30",2100.14100476723,"DC","Washington",2015-09-30,0
20001,"2015.10.31",2119.97112920421,"DC","Washington",2015-10-31,0
20001,"2015.11.30",2102.56671265873,"DC","Washington",2015-11-30,0
20001,"2015.12.31",2132.23083931973,"DC","Washington",2015-12-31,0
20001,"2016.01.31",2134.45296202487,"DC","Washington",2016-01-31,0
20001,"2016.02.29",2183.37494032531,"DC","Washington",2016-02-29,0
20001,"2016.03.31",2136.53562439376,"DC","Washington",2016-03-31,0
20001,"2016.04.30",2163.81818871696,"DC","Washington",2016-04-30,0
20001,"2016.05.31",2138.53138767599,"DC","Washington",2016-05-31,0
20001,"2016.06.30",2166.81776018914,"DC","Washington",2016-06-30,0
20001,"2016.07.31",2194.29276837306,"DC","Washington",2016-07-31,0
20001,"2016.08.31",2221.04152153489,"DC","Washington",2016-08-31,0
20001,"2016.09.30",2193.26574924498,"DC","Washington",2016-09-30,0
20001,"2016.10.31",2141.90535634823,"DC","Washington",2016-10-31,0
20001,"2016.11.30",2137.22813199222,"DC","Washington",2016-11-30,0
20001,"2016.12.31",2194.6105609079,"DC","Washington",2016-12-31,0
20001,"2017.01.31",2194.85672747492,"DC","Washington",2017-01-31,0
20001,"2017.02.28",2235.92711931683,"DC","Washington",2017-02-28,0
20001,"2017.03.31",2206.49486319716,"DC","Washington",2017-03-31,0
20001,"2017.04.30",2247.79552515347,"DC","Washington",2017-04-30,0
20001,"2017.05.31",2238.64327991367,"DC","Washington",2017-05-31,0
20001,"2017.06.30",2270.14262305033,"DC","Washington",2017-06-30,0
20001,"2017.07.31",2274.87550694632,"DC","Washington",2017-07-31,0
20001,"2017.08.31",2279.51585668223,"DC","Washington",2017-08-31,0
20001,"2017.09.30",2295.59894640387,"DC","Washington",2017-09-30,0
20001,"2017.10.31",2281.05005768099,"DC","Washington",2017-10-31,0
20001,"2017.11.30",2299.68847835587,"DC","Washington",2017-11-30,0
20001,"2017.12.31",2272.68764937803,"DC","Washington",2017-12-31,0
20001,"2018.01.31",2292.11882395589,"DC","Washington",2018-01-31,0
20001,"2018.02.28",2279.57716548797,"DC","Washington",2018-02-28,0
20001,"2018.03.31",2276.892189616,"DC","Washington",2018-03-31,0
20001,"2018.04.30",2316.91767744554,"DC","Washington",2018-04-30,0
20001,"2018.05.31",2336.56807440935,"DC","Washington",2018-05-31,0
20001,"2018.06.30",2393.21725413314,"DC","Washington",2018-06-30,0
20001,"2018.07.31",2362.17716857655,"DC","Washington",2018-07-31,0
20001,"2018.08.31",2356.70830903668,"DC","Washington",2018-08-31,0
20001,"2018.09.30",2329.45492503268,"DC","Washington",2018-09-30,0
20001,"2018.10.31",2316.46653316927,"DC","Washington",2018-10-31,0
20001,"2018.11.30",2317.72540082442,"DC","Washington",2018-11-30,0
20001,"2018.12.31",2351.04911371971,"DC","Washington",2018-12-31,0
20001,"2019.01.31",2373.59796650546,"DC","Washington",2019-01-31,0
20001,"2019.02.28",2399.88343632237,"DC","Washington",2019-02-28,0
20001,"2019.03.31",2386.47832759,"DC","Washington",2019-03-31,0
20001,"2019.04.30",2410.28626457249,"DC","Washington",2019-04-30,0
20001,"2019.05.31",2402.28902019179,"DC","Washington",2019-05-31,0
20001,"2019.06.30",2420.68335776678,"DC","Washington",2019-06-30,0
20001,"2019.07.31",2413.06986123334,"DC","Washington",2019-07-31,0
20001,"2019.08.31",2430.89015183281,"DC","Washington",2019-08-31,0
20001,"2019.09.30",2436.53420495003,"DC","Washington",2019-09-30,0
20001,"2019.10.31",2433.96355419981,"DC","Washington",2019-10-31,0
20001,"2019.11.30",2400.65238088234,"DC","Washington",2019-11-30,0
20001,"2019.12.31",2382.60822900421,"DC","Washington",2019-12-31,0
20001,"2020.01.31",2382.85449284284,"DC","Washington",2020-01-31,0
20001,"2020.02.29",2418.5838582547,"DC","Washington",2020-02-29,0
20001,"2020.03.31",2450.3606540623,"DC","Washington",2020-03-31,0
20001,"2020.04.30",2456.68696863142,"DC","Washington",2020-04-30,0
20001,"2020.05.31",2438.65940315847,"DC","Washington",2020-05-31,0
20001,"2020.06.30",2411.0522775207,"DC","Washington",2020-06-30,0
20001,"2020.07.31",2388.15665841261,"DC","Washington",2020-07-31,0
20001,"2020.08.31",2351.81860479316,"DC","Washington",2020-08-31,0
20001,"2020.09.30",2295.89119841779,"DC","Washington",2020-09-30,0
20001,"2020.10.31",2249.60904560828,"DC","Washington",2020-10-31,0
20001,"2020.11.30",2201.12534169306,"DC","Washington",2020-11-30,0
20001,"2020.12.31",2171.40619156967,"DC","Washington",2020-12-31,0
20001,"2021.01.31",2176.90648186917,"DC","Washington",2021-01-31,0
20001,"2021.02.28",2216.8668126337,"DC","Washington",2021-02-28,0
20001,"2021.03.31",2241.12912323191,"DC","Washington",2021-03-31,0
20001,"2021.04.30",2258.39761797182,"DC","Washington",2021-04-30,0
20001,"2021.05.31",2294.06816779586,"DC","Washington",2021-05-31,0
20001,"2021.06.30",2373.08239618402,"DC","Washington",2021-06-30,0
20001,"2021.07.31",2455.06168916463,"DC","Washington",2021-07-31,0
20001,"2021.08.31",2494.42222023906,"DC","Washington",2021-08-31,0
20001,"2021.09.30",2510.78763979138,"DC","Washington",2021-09-30,0
20001,"2021.10.31",2493.6734406867,"DC","Washington",2021-10-31,0
20001,"2021.11.30",2491.31395803242,"DC","Washington",2021-11-30,0
20001,"2021.12.31",2486.65653122841,"DC","Washington",2021-12-31,0
20001,"2022.01.31",2495.21580251558,"DC","Washington",2022-01-31,0
20001,"2022.02.28",2497.1750143573,"DC","Washington",2022-02-28,0
20001,"2022.03.31",2497.97768946519,"DC","Washington",2022-03-31,0
20001,"2022.04.30",2503.46167442524,"DC","Washington",2022-04-30,0
20001,"2022.05.31",2516.96868229566,"DC","Washington",2022-05-31,0
20001,"2022.06.30",2545.9732879149,"DC","Washington",2022-06-30,0
20001,"2022.07.31",2590.89796033635,"DC","Washington",2022-07-31,0
20001,"2022.08.31",2625.72835058069,"DC","Washington",2022-08-31,0
20001,"2022.09.30",2628.20641489003,"DC","Washington",2022-09-30,0
20001,"2022.10.31",2586.70565997681,"DC","Washington",2022-10-31,0
20001,"2022.11.30",2535.10873911881,"DC","Washington",2022-11-30,0
20001,"2022.12.31",2506.0369149169,"DC","Washington",2022-12-31,0
20001,"2023.01.31",2511.40025807852,"DC","Washington",2023-01-31,0
20001,"2023.02.28",2544.03737534253,"DC","Washington",2023-02-28,0
20001,"2023.03.31",2571.57063119544,"DC","Washington",2023-03-31,0
20001,"2023.04.30",2596.44992629841,"DC","Washington",2023-04-30,0
20002,"2020.01.31",2183.71905506697,"DC","Washington",2020-01-31,1
20002,"2021.09.30",2282.61273505081,"DC","Washington",2021-09-30,1
20002,"2020.11.30",2055.62046127587,"DC","Washington",2020-11-30,1
20002,"2019.12.31",2195.37611886525,"DC","Washington",2019-12-31,1
20002,"2020.10.31",2096.85173595261,"DC","Washington",2020-10-31,1
20002,"2021.01.31",2029.36788051592,"DC","Washington",2021-01-31,1
20002,"2023.12.31",2417.93925273663,"DC","Washington",2023-12-31,1
20002,"2020.03.31",2195.28665142615,"DC","Washington",2020-03-31,1
20002,"2021.12.31",2257.30667897147,"DC","Washington",2021-12-31,1
20002,"2021.07.31",2217.11785299397,"DC","Washington",2021-07-31,1
20002,"2021.08.31",2261.63061709453,"DC","Washington",2021-08-31,1
20002,"2020.02.29",2198.17390863756,"DC","Washington",2020-02-29,1
20002,"2021.11.30",2271.67727683795,"DC","Washington",2021-11-30,1
20002,"2019.11.30",2191.64368191884,"DC","Washington",2019-11-30,1
20002,"2017.07.31",2008.12623366981,"DC","Washington",2017-07-31,1
20002,"2018.08.31",2135.38473301008,"DC","Washington",2018-08-31,1
20002,"2017.09.30",2017.85127297746,"DC","Washington",2017-09-30,1
20002,"2022.02.28",2259.38599161348,"DC","Washington",2022-02-28,1
20002,"2022.03.31",2277.96807912324,"DC","Washington",2022-03-31,1
20002,"2018.11.30",2140.93470792621,"DC","Washington",2018-11-30,1
20002,"2020.12.31",2042.31180743827,"DC","Washington",2020-12-31,1
20002,"2021.06.30",2152.99775254791,"DC","Washington",2021-06-30,1
20002,"2019.06.30",2194.31229209805,"DC","Washington",2019-06-30,1
20002,"2019.07.31",2181.4952924136,"DC","Washington",2019-07-31,1
20002,"2019.09.30",2193.01138929549,"DC","Washington",2019-09-30,1
20002,"2021.10.31",2282.67068012212,"DC","Washington",2021-10-31,1
20002,"2020.09.30",2117.44222403208,"DC","Washington",2020-09-30,1
20002,"2018.10.31",2129.19510145563,"DC","Washington",2018-10-31,1
20002,"2015.11.30",1875.36979978924,"DC","Washington",2015-11-30,1
20002,"2015.12.31",1831.32691212332,"DC","Washington",2015-12-31,1
20002,"2022.12.31",2323.29586133802,"DC","Washington",2022-12-31,1
20002,"2023.01.31",2327.7609876444,"DC","Washington",2023-01-31,1
20002,"2020.04.30",2198.887469046,"DC","Washington",2020-04-30,1
20002,"2019.05.31",2162.95928579933,"DC","Washington",2019-05-31,1
20002,"2022.07.31",2374.38144963006,"DC","Washington",2022-07-31,1
20002,"2018.04.30",2054.30308609624,"DC","Washington",2018-04-30,1
20002,"2018.06.30",2107.44038449791,"DC","Washington",2018-06-30,1
20002,"2018.07.31",2118.71730934618,"DC","Washington",2018-07-31,1
20002,"2019.10.31",2215.07298231928,"DC","Washington",2019-10-31,1
20002,"2018.09.30",2133.99781851648,"DC","Washington",2018-09-30,1
20002,"2022.11.30",2338.94677311566,"DC","Washington",2022-11-30,1
20002,"2023.11.30",2416.58691741355,"DC","Washington",2023-11-30,1
20002,"2017.05.31",2013.17338233934,"DC","Washington",2017-05-31,1
20002,"2017.08.31",1999.03199378854,"DC","Washington",2017-08-31,1
20002,"2017.06.30",2004.7005568749,"DC","Washington",2017-06-30,1
20002,"2017.10.31",2026.62064008774,"DC","Washington",2017-10-31,1
20002,"2021.02.28",2052.56189183911,"DC","Washington",2021-02-28,1
20002,"2019.04.30",2123.21337456613,"DC","Washington",2019-04-30,1
20002,"2019.03.31",2117.66471478269,"DC","Washington",2019-03-31,1
20002,"2022.08.31",2386.99355355076,"DC","Washington",2022-08-31,1
20002,"2022.09.30",2385.8964661581,"DC","Washington",2022-09-30,1
20002,"2024.06.30",2492.36441772102,"DC","Washington",2024-06-30,1
20002,"2015.08.31",1786.49927333728,"DC","Washington",2015-08-31,1
20002,"2023.10.31",2430.60469641849,"DC","Washington",2023-10-31,1
20002,"2024.07.31",2503.43501609937,"DC","Washington",2024-07-31,1
20002,"2024.08.31",2509.83431029972,"DC","Washington",2024-08-31,1
20002,"2022.01.31",2252.10920370944,"DC","Washington",2022-01-31,1
20002,"2019.01.31",2157.24074848467,"DC","Washington",2019-01-31,1
20002,"2018.12.31",2139.78526401612,"DC","Washington",2018-12-31,1
20002,"2022.04.30",2303.54323753548,"DC","Washington",2022-04-30,1
20002,"2021.04.30",2059.5758162427,"DC","Washington",2021-04-30,1
20002,"2021.05.31",2090.14013849436,"DC","Washington",2021-05-31,1
20002,"2018.03.31",1997.40893357868,"DC","Washington",2018-03-31,1
20002,"2018.05.31",2076.72796641871,"DC","Washington",2018-05-31,1
20002,"2019.08.31",2184.3868037374,"DC","Washington",2019-08-31,1
20002,"2024.05.31",2470.35700849715,"DC","Washington",2024-05-31,1
20002,"2020.08.31",2154.8381581231,"DC","Washington",2020-08-31,1
20002,"2015.09.30",1829.75244238499,"DC","Washington",2015-09-30,1
20002,"2015.10.31",1833.73815671241,"DC","Washington",2015-10-31,1
20002,"2017.04.30",1998.15994267684,"DC","Washington",2017-04-30,1
20002,"2016.01.31",1858.60048237572,"DC","Washington",2016-01-31,1
20002,"2016.02.29",1871.71979383628,"DC","Washington",2016-02-29,1
20002,"2023.02.28",2325.87629627766,"DC","Washington",2023-02-28,1
20002,"2022.05.31",2326.65333052722,"DC","Washington",2022-05-31,1
20002,"2022.06.30",2349.24665528652,"DC","Washington",2022-06-30,1
20002,"2019.02.28",2128.1439111154,"DC","Washington",2019-02-28,1
20002,"2018.01.31",1990.76569598585,"DC","Washington",2018-01-31,1
20002,"2024.04.30",2443.26457266543,"DC","Washington",2024-04-30,1
20002,"2022.10.31",2359.36219224161,"DC","Washington",2022-10-31,1
20002,"2023.07.31",2410.28555472657,"DC","Washington",2023-07-31,1
20002,"2017.02.28",1922.47848286121,"DC","Washington",2017-02-28,1
20002,"2017.03.31",1990.2679242159,"DC","Washington",2017-03-31,1
20002,"2017.01.31",1889.88747174023,"DC","Washington",2017-01-31,1
20002,"2016.08.31",1913.23792572482,"DC","Washington",2016-08-31,1
20002,"2017.12.31",2028.19847218054,"DC","Washington",2017-12-31,1
20002,"2015.01.31",1677.68308579585,"DC","Washington",2015-01-31,1
20002,"2017.11.30",2017.1186608292,"DC","Washington",2017-11-30,1
20002,"2021.03.31",2053.70334930044,"DC","Washington",2021-03-31,1
20002,"2016.06.30",1895.94296724502,"DC","Washington",2016-06-30,1
20002,"2015.05.31",1741.46693096953,"DC","Washington",2015-05-31,1
20002,"2015.06.30",1783.33717537016,"DC","Washington",2015-06-30,1
20002,"2020.06.30",2181.30140282567,"DC","Washington",2020-06-30,1
20002,"2015.03.31",1679.31583536618,"DC","Washington",2015-03-31,1
20002,"2023.09.30",2433.62363546594,"DC","Washington",2023-09-30,1
20002,"2015.07.31",1799.39771124064,"DC","Washington",2015-07-31,1
20002,"2016.11.30",1876.4970438771,"DC","Washington",2016-11-30,1
20002,"2023.05.31",2368.981096148,"DC","Washington",2023-05-31,1
20002,"2015.04.30",1716.4243508549,"DC","Washington",2015-04-30,1
20002,"2020.05.31",2193.98189796981,"DC","Washington",2020-05-31,1
20002,"2015.02.28",1658.46301157605,"DC","Washington",2015-02-28,1
20002,"2016.09.30",1899.93284215181,"DC","Washington",2016-09-30,1
20002,"2016.03.31",1885.20096741194,"DC","Washington",2016-03-31,1
20002,"2020.07.31",2174.94860340214,"DC","Washington",2020-07-31,1
20002,"2018.02.28",2008.24647250455,"DC","Washington",2018-02-28,1
20002,"2024.03.31",2420.96752370026,"DC","Washington",2024-03-31,1
20002,"2016.05.31",1876.41728126772,"DC","Washington",2016-05-31,1
20002,"2023.03.31",2338.03126341169,"DC","Washington",2023-03-31,1
20002,"2016.12.31",1869.21241469556,"DC","Washington",2016-12-31,1
20002,"2016.10.31",1888.07282158105,"DC","Washington",2016-10-31,1
20002,"2023.04.30",2346.17808888255,"DC","Washington",2023-04-30,1
20002,"2016.07.31",1904.85528270303,"DC","Washington",2016-07-31,1
20002,"2024.02.29",2408.01472767291,"DC","Washington",2024-02-29,1
20002,"2016.04.30",1884.3033140493,"DC","Washington",2016-04-30,1
20002,"2023.08.31",2432.36658656334,"DC","Washington",2023-08-31,1
20002,"2023.06.30",2385.80971366589,"DC","Washington",2023-06-30,1
20002,"2024.01.31",2410.11421484529,"DC","Washington",2024-01-31,1
20003,"2020.02.29",2476.42359483252,"DC","Washington",2020-02-29,1
20003,"2017.10.31",2297.20204823527,"DC","Washington",2017-10-31,1
20003,"2017.03.31",2269.36567653203,"DC","Washington",2017-03-31,1
20003,"2020.06.30",2416.27069222913,"DC","Washington",2020-06-30,1
20003,"2018.02.28",2251.80263626632,"DC","Washington",2018-02-28,1
20003,"2017.02.28",2265.25303033443,"DC","Washington",2017-02-28,1
20003,"2016.12.31",2201.61573051429,"DC","Washington",2016-12-31,1
20003,"2020.03.31",2483.11377055341,"DC","Washington",2020-03-31,1
20003,"2020.04.30",2467.81247000481,"DC","Washington",2020-04-30,1
20003,"2020.01.31",2443.07537249642,"DC","Washington",2020-01-31,1
20003,"2021.02.28",2238.13623930822,"DC","Washington",2021-02-28,1
20003,"2020.07.31",2407.78825130322,"DC","Washington",2020-07-31,1
20003,"2017.04.30",2283.50113337304,"DC","Washington",2017-04-30,1
20003,"2020.05.31",2431.05438680575,"DC","Washington",2020-05-31,1
20003,"2021.06.30",2367.14638116525,"DC","Washington",2021-06-30,1
20003,"2016.07.31",2294.44819869793,"DC","Washington",2016-07-31,1
20003,"2021.04.30",2271.41202254098,"DC","Washington",2021-04-30,1
20003,"2021.05.31",2322.49521796482,"DC","Washington",2021-05-31,1
20003,"2017.05.31",2265.6174963079,"DC","Washington",2017-05-31,1
20003,"2021.07.31",2414.05780958964,"DC","Washington",2021-07-31,1
20003,"2021.08.31",2440.25316582954,"DC","Washington",2021-08-31,1
20003,"2020.08.31",2391.42922683935,"DC","Washington",2020-08-31,1
20003,"2017.09.30",2307.08019830982,"DC","Washington",2017-09-30,1
20003,"2018.11.30",2346.50299072855,"DC","Washington",2018-11-30,1
20003,"2021.03.31",2262.57215553134,"DC","Washington",2021-03-31,1
20003,"2017.08.31",2320.20705729845,"DC","Washington",2017-08-31,1
20003,"2016.08.31",2308.0657340838,"DC","Washington",2016-08-31,1
20003,"2016.09.30",2312.32581219486,"DC","Washington",2016-09-30,1
20003,"2016.10.31",2259.81455637584,"DC","Washington",2016-10-31,1
20003,"2023.03.31",2555.02742702091,"DC","Washington",2023-03-31,1
20003,"2021.09.30",2453.81413259039,"DC","Washington",2021-09-30,1
20003,"2020.09.30",2353.69290748939,"DC","Washington",2020-09-30,1
20003,"2017.06.30",2287.9186191047,"DC","Washington",2017-06-30,1
20003,"2016.11.30",2227.83199451221,"DC","Washington",2016-11-30,1
20003,"2017.07.31",2285.5209345061,"DC","Washington",2017-07-31,1
20003,"2021.01.31",2238.99608560821,"DC","Washington",2021-01-31,1
20003,"2019.12.31",2408.68916693808,"DC","Washington",2019-12-31,1
20003,"2023.02.28",2534.88734928867,"DC","Washington",2023-02-28,1
20003,"2023.12.31",2543.92568405359,"DC","Washington",2023-12-31,1
20003,"2024.01.31",2526.72325961534,"DC","Washington",2024-01-31,1
20003,"2017.11.30",2277.94204449865,"DC","Washington",2017-11-30,1
20003,"2017.12.31",2288.39466160302,"DC","Washington",2017-12-31,1
20003,"2018.01.31",2276.78878621201,"DC","Washington",2018-01-31,1
20003,"2017.01.31",2228.56418451751,"DC","Washington",2017-01-31,1
20003,"2018.03.31",2264.15506005365,"DC","Washington",2018-03-31,1
20003,"2020.10.31",2300.03510168963,"DC","Washington",2020-10-31,1
20003,"2020.11.30",2247.5471352402,"DC","Washington",2020-11-30,1
20003,"2018.09.30",2358.8439327679,"DC","Washington",2018-09-30,1
20003,"2018.10.31",2332.07164426961,"DC","Washington",2018-10-31,1
20003,"2023.10.31",2617.9162790014,"DC","Washington",2023-10-31,1
20003,"2023.11.30",2568.29551734291,"DC","Washington",2023-11-30,1
20003,"2018.12.31",2362.005461369,"DC","Washington",2018-12-31,1
20003,"2019.01.31",2381.55491227828,"DC","Washington",2019-01-31,1
20003,"2019.02.28",2363.04602706159,"DC","Washington",2019-02-28,1
20003,"2019.03.31",2366.51413172233,"DC","Washington",2019-03-31,1
20003,"2019.04.30",2371.73454045746,"DC","Washington",2019-04-30,1
20003,"2024.05.31",2639.59893332497,"DC","Washington",2024-05-31,1
20003,"2019.05.31",2411.64249035504,"DC","Washington",2019-05-31,1
20003,"2023.07.31",2611.18728154912,"DC","Washington",2023-07-31,1
20003,"2023.08.31",2633.33188432981,"DC","Washington",2023-08-31,1
20003,"2023.09.30",2624.38215414654,"DC","Washington",2023-09-30,1
20003,"2020.12.31",2223.28705857047,"DC","Washington",2020-12-31,1
20003,"2018.08.31",2367.81486524904,"DC","Washington",2018-08-31,1
20003,"2022.01.31",2457.70213906718,"DC","Washington",2022-01-31,1
20003,"2016.05.31",2223.4654769583,"DC","Washington",2016-05-31,1
20003,"2016.06.30",2260.98590329368,"DC","Washington",2016-06-30,1
20003,"2022.02.28",2467.64936624844,"DC","Washington",2022-02-28,1
20003,"2023.04.30",2572.82724995789,"DC","Washington",2023-04-30,1
20003,"2023.05.31",2578.93873020256,"DC","Washington",2023-05-31,1
20003,"2023.06.30",2589.52736349661,"DC","Washington",2023-06-30,1
20003,"2018.07.31",2341.78841754798,"DC","Washington",2018-07-31,1
20003,"2018.04.30",2283.89071883885,"DC","Washington",2018-04-30,1
20003,"2018.05.31",2309.4142506326,"DC","Washington",2018-05-31,1
20003,"2018.06.30",2318.69392196065,"DC","Washington",2018-06-30,1
20003,"2022.12.31",2502.54617176017,"DC","Washington",2022-12-31,1
20003,"2021.11.30",2463.14549077367,"DC","Washington",2021-11-30,1
20003,"2023.01.31",2500.77274856127,"DC","Washington",2023-01-31,1
20003,"2019.11.30",2420.32246233035,"DC","Washington",2019-11-30,1
20003,"2024.04.30",2618.71773372217,"DC","Washington",2024-04-30,1
20003,"2022.10.31",2563.74366221027,"DC","Washington",2022-10-31,1
20003,"2024.02.29",2560.08515977906,"DC","Washington",2024-02-29,1
20003,"2024.03.31",2589.08838547988,"DC","Washington",2024-03-31,1
20003,"2024.08.31",2695.91239086187,"DC","Washington",2024-08-31,1
20003,"2021.10.31",2465.6326491767,"DC","Washington",2021-10-31,1
20003,"2024.06.30",2671.39784165216,"DC","Washington",2024-06-30,1
20003,"2024.07.31",2684.35381658474,"DC","Washington",2024-07-31,1
20003,"2022.09.30",2588.72711469316,"DC","Washington",2022-09-30,1
20003,"2022.05.31",2546.68229057682,"DC","Washington",2022-05-31,1
20003,"2019.10.31",2426.4943025653,"DC","Washington",2019-10-31,1
20003,"2021.12.31",2461.05137302367,"DC","Washington",2021-12-31,1
20003,"2022.04.30",2517.2411586037,"DC","Washington",2022-04-30,1
20003,"2019.07.31",2442.26015537272,"DC","Washington",2019-07-31,1
20003,"2019.08.31",2433.14805999018,"DC","Washington",2019-08-31,1
20003,"2022.03.31",2486.3869329001,"DC","Washington",2022-03-31,1
20003,"2019.06.30",2438.86790847526,"DC","Washington",2019-06-30,1
20003,"2022.08.31",2589.24700599642,"DC","Washington",2022-08-31,1
20003,"2022.06.30",2572.64904807607,"DC","Washington",2022-06-30,1
20003,"2022.11.30",2523.45719136534,"DC","Washington",2022-11-30,1
20003,"2019.09.30",2435.75009326728,"DC","Washington",2019-09-30,1
20003,"2022.07.31",2579.19632644616,"DC","Washington",2022-07-31,1
20004,"2023.04.30",2495.22278732081,"DC","Washington",2023-04-30,1
20004,"2023.05.31",2482.15823705554,"DC","Washington",2023-05-31,1
20004,"2023.06.30",2414.42058082518,"DC","Washington",2023-06-30,1
20004,"2023.07.31",2446.90184822701,"DC","Washington",2023-07-31,1
20004,"2023.08.31",2478.489888365,"DC","Washington",2023-08-31,1
20004,"2023.09.30",2501.24398566942,"DC","Washington",2023-09-30,1
20004,"2023.10.31",2461.86143561184,"DC","Washington",2023-10-31,1
20004,"2023.11.30",2330.82247451805,"DC","Washington",2023-11-30,1
20004,"2024.01.31",2449.88555680149,"DC","Washington",2024-01-31,1
20004,"2024.02.29",2595.08671591226,"DC","Washington",2024-02-29,1
20004,"2024.03.31",2452.981488267,"DC","Washington",2024-03-31,1
20004,"2024.04.30",2486.44532205659,"DC","Washington",2024-04-30,1
20004,"2024.05.31",2478.88630580338,"DC","Washington",2024-05-31,1
20004,"2024.06.30",2588.43941700611,"DC","Washington",2024-06-30,1
20004,"2024.07.31",2624.45213736518,"DC","Washington",2024-07-31,1
20004,"2024.08.31",2636.73333333333,"DC","Washington",2024-08-31,1
20005,"2017.07.31",2289.15331247695,"DC","Washington",2017-07-31,1
20005,"2017.06.30",2296.09956879201,"DC","Washington",2017-06-30,1
20005,"2020.09.30",2270.32801220107,"DC","Washington",2020-09-30,1
20005,"2020.10.31",2204.38738067987,"DC","Washington",2020-10-31,1
20005,"2017.01.31",2298.930526671,"DC","Washington",2017-01-31,1
20005,"2017.09.30",2293.8008910892,"DC","Washington",2017-09-30,1
20005,"2017.10.31",2289.71381821263,"DC","Washington",2017-10-31,1
20005,"2020.11.30",2169.59432763834,"DC","Washington",2020-11-30,1
20005,"2017.08.31",2285.79151993441,"DC","Washington",2017-08-31,1
20005,"2020.04.30",2381.17777367329,"DC","Washington",2020-04-30,1
20005,"2017.02.28",2288.00162152107,"DC","Washington",2017-02-28,1
20005,"2017.03.31",2273.58386712249,"DC","Washington",2017-03-31,1
20005,"2016.12.31",2295.7245642449,"DC","Washington",2016-12-31,1
20005,"2017.05.31",2284.15268607167,"DC","Washington",2017-05-31,1
20005,"2019.07.31",2396.30007345771,"DC","Washington",2019-07-31,1
20005,"2019.08.31",2390.06394048726,"DC","Washington",2019-08-31,1
20005,"2019.09.30",2380.00152524806,"DC","Washington",2019-09-30,1
20005,"2019.10.31",2336.46577339467,"DC","Washington",2019-10-31,1
20005,"2019.11.30",2332.8427055469,"DC","Washington",2019-11-30,1
20005,"2019.12.31",2339.8989851079,"DC","Washington",2019-12-31,1
20005,"2017.11.30",2281.7075975437,"DC","Washington",2017-11-30,1
20005,"2017.12.31",2283.61268704464,"DC","Washington",2017-12-31,1
20005,"2018.01.31",2274.02485052483,"DC","Washington",2018-01-31,1
20005,"2020.05.31",2372.42331427427,"DC","Washington",2020-05-31,1
20005,"2020.06.30",2357.59959200628,"DC","Washington",2020-06-30,1
20005,"2017.04.30",2278.0423798564,"DC","Washington",2017-04-30,1
20005,"2020.08.31",2321.63801898893,"DC","Washington",2020-08-31,1
20005,"2023.12.31",2611.50274421171,"DC","Washington",2023-12-31,1
20005,"2024.01.31",2595.1830004641,"DC","Washington",2024-01-31,1
20005,"2024.02.29",2590.45478602546,"DC","Washington",2024-02-29,1
20005,"2024.03.31",2600.55837316824,"DC","Washington",2024-03-31,1
20005,"2020.12.31",2137.34357206384,"DC","Washington",2020-12-31,1
20005,"2021.01.31",2145.9447925931,"DC","Washington",2021-01-31,1
20005,"2020.01.31",2360.4930300394,"DC","Washington",2020-01-31,1
20005,"2020.02.29",2373.63718249782,"DC","Washington",2020-02-29,1
20005,"2020.03.31",2379.99526505645,"DC","Washington",2020-03-31,1
20005,"2023.08.31",2575.87193032907,"DC","Washington",2023-08-31,1
20005,"2023.09.30",2592.95354031323,"DC","Washington",2023-09-30,1
20005,"2020.07.31",2339.281098956,"DC","Washington",2020-07-31,1
20005,"2023.11.30",2626.64237872639,"DC","Washington",2023-11-30,1
20005,"2018.05.31",2269.49425854102,"DC","Washington",2018-05-31,1
